name,model,brand,price,elabel,bodytype,length,height,width,weighttotal,emissionsco2,modeldate,fueltype,numberofdoors,numberofforwardgears,seatingcapacity,drivewheelconfiguration,fuelcapacity,fuelconsumption,speed,payload,veenginetype,veenginedisplacement,veenginepower,Buyer,Payment_Method,Price_at_Order,Order_Date
Peugeot 208 Access 1.4 VTi,Peugeot 208,Peugeot,16.06,D,hatchback,3962,1460,1739,1045,129 g/km,2016,petrol,5,5,5,front,50,5.6,188,545,dohc,1397,70,William Lopez,Bank Transfer,15.15,10/22/2018
Peugeot 309 GTI 16,Peugeot 309,Peugeot,21.441,N.A.,hatchback,4051,1380,1628,948,187 g/km,2016,petrol,3,5,5,front,55,8.7,214,452,dohc,1905,108,Angela Barnett,Bank Transfer,24.69,5/28/2023
Skoda Superb 2.5 V6 TDI 155hp Comfort,Skoda Superb,Skoda,39.08,G,sedan,4803,1469,1765,1540,189 g/km,2016,diesel,4,6,5,front,62,7,219,610,ohc,2496,114,Roy Torres,Cash,40.38,8/9/2020
Audi A5 Cabriolet 2.0 TFSI 190hp,Audi A5 Cabriolet,Audi,53.72,C,cabriolet,4673,1383,1846,1575,136 g/km,2016,petrol,2,6,4,front,58,5.9,239,535,dohc,1984,140,Anthony Smith,Bank Transfer,57.32,2/16/2021
Mercedes S 320 Lang Designo,Mercedes-Benz S-class,Mercedes,94.364,G,sedan,5213,1486,1886,1860,317 g/km,2016,petrol,4,4,5,rear,100,13.4,225,700,dohc,3199,170,Elizabeth Marquez,Cash,105.97,5/15/2021
Skoda Octavia Combi 1.9 TDI Elegance Businessline,Skoda Octavia Combi,Skoda,33.19,G,stationwagon,4569,1450,1769,1325,159 g/km,2016,diesel,5,6,5,front,55,6.1,189,685,ohc,1896,77,Timothy Smith,Bank Transfer,30.84,9/28/2024
Renault Megane Coupe 2.0 16V 140 Dynamique,Renault Megane Coupe,Renault,27.873,G,coupe,4299,1423,1804,1241,175 g/km,2016,petrol,3,3,5,front,60,7.6,195,573,dohc,1997,102,Eric Adams,Bank Transfer,31.09,7/16/2021
Volvo S40 1.9 D 115hp Europa,Volvo S40,Volvo,26.855,G,sedan,4483,1411,1717,1270,142 g/km,2016,diesel,4,5,5,front,60,5.4,195,500,ohc,1870,85,Kelly Young,Cash,28.85,10/15/2019
Volvo 340 DL 1.4,Volvo 340,Volvo,11.546,N.A.,hatchback,4320,1428,1684,950,187 g/km,2016,petrol,5,5,5,rear,45,7.7,160,480,ohv,1397,51,Rachel Bell,Cash,12.38,10/12/2024
Seat Arosa 1.7 SDi Select,Seat Arosa,Seat,14.035,G,hatchback,3551,1460,1639,955,119 g/km,2016,diesel,3,5,4,front,35,4.4,157,485,ohc,1716,44,Bryan James,Credit Card,15.88,11/26/2022
Seat Ibiza ST 1.4 EcoTSI 150hp FR Connect,Seat Ibiza ST,Seat,21.249,C,stationwagon,4236,1445,1693,1065,110 g/km,2016,petrol,5,6,5,front,45,4.8,220,605,dohc,1395,110,Brandon Sanders,Bank Transfer,24.77,2/15/2024
Peugeot 406 Gentry 3.0-24V V6,Peugeot 406,Peugeot,33.85,G,sedan,4598,1412,1765,1450,238 g/km,2016,petrol,4,4,5,front,70,10,232,565,dohc,2946,152,Shelia Thompson,Bank Transfer,30.66,1/15/2025
Saab 9-5 Sport Sedan 1.9 TiD Linear,Saab 9-5 Sport Sedan,Saab,40.9,G,sedan,4836,1448,1792,1500,174 g/km,2016,diesel,4,5,5,front,75,6.4,205,806,dohc,1910,110,Joseph Johnson,Cash,39.94,4/2/2020
Mercedes C 350 Coupe,Mercedes-Benz C-class Coupe,Mercedes,58.295,E,coupe,4590,1406,1770,1515,159 g/km,2016,petrol,2,7,4,rear,66,6.8,250,570,dohc,3498,225,Lisa Green,Credit Card,54.47,5/21/2025
BMW 535d Executive,BMW 5-serie,BMW,74.565,G,sedan,4899,1464,1860,1725,162 g/km,2016,diesel,4,8,5,rear,70,6.1,250,635,dohc,2993,220,Donald Sanchez,Cash,68.44,8/10/2021
Volvo S80 2.9 Momentum,Volvo S80,Volvo,55.295,G,sedan,4822,1434,1832,1535,255 g/km,2016,petrol,4,4,5,front,80,10.6,225,555,dohc,2922,144,Emma Garrison,Cash,59.36,6/7/2022
Audi A4 2.0 TDI 190hp Pro Line S,Audi A4,Audi,50.4,E,sedan,4701,1427,1826,1550,119 g/km,2016,diesel,4,3,5,front,63,4.5,230,575,dohc,1968,140,Joel Smith,Cash,49.9,4/18/2022
Opel Astra Stationwagon 1.6i-16V Sport Edition II,Opel Astra Stationwagon,Opel,21.36,G,stationwagon,4288,1510,1709,1145,172 g/km,2016,petrol,5,5,5,front,52,7.2,183,575,dohc,1598,74,Maureen Collins,Credit Card,20.14,10/22/2023
Citroen C3 1.4 16V Caractere,Citroen C3,Citroen,18.15,F,hatchback,3850,1520,1670,1032,143 g/km,2016,petrol,5,5,5,front,45,6,177,503,ohc,1360,65,Michele Simpson,Credit Card,19.56,6/20/2021
Renault Clio TCE 100 20th Anniversary,Renault Clio,Renault,17.49,E,hatchback,4027,1493,1707,1055,137 g/km,2016,petrol,3,5,5,front,55,5.8,184,515,ohc,1149,74,Stephanie Rice,Cash,16.55,11/15/2018
Subaru Outback 2.5i Comfort Pack,Subaru Outback,Subaru,36.58,G,suv/crossover,4730,1545,1770,1405,203 g/km,2016,petrol,5,5,5,front+rear,64,8.5,198,555,ohc,2457,121,Victor Anderson,Credit Card,40.31,10/12/2018
BMW 330d Coupe Business Line,BMW 3-serie Coupe,BMW,60.195,G,coupe,4612,1395,1782,1500,152 g/km,2016,diesel,2,6,5,rear,61,5.7,250,505,dohc,2993,180,Danielle Lewis,Bank Transfer,65.88,8/15/2019
Renault 5 TX,Renault 5,Renault,9.42,N.A.,hatchback,3521,1410,1525,800,187 g/km,2016,petrol,3,5,4,front,38,5.5,190,806,ohv,1289,46,Mark Warren,Credit Card,9.9,4/15/2025
Audi S4 4.2 quattro Advance,Audi S4,Audi,76.08,G,sedan,4586,1427,1772,1660,321 g/km,2016,petrol,4,6,5,front+rear,63,13.3,250,550,dohc,4163,253,Cynthia Johnson,Credit Card,82.73,10/16/2018
Volkswagen Up! 1.0 60hp BMT cheer up!,Volkswagen Up,Volkswagen,10.718,B,hatchback,3540,1489,1641,840,95 g/km,2016,petrol,5,5,4,front,35,4.1,161,450,dohc,999,44,Diana Rojas,Cash,12.12,8/4/2025
Kia Sportage 2.7 V6 4WD Adventure,Kia Sportage,Kia,32.995,G,suv/crossover,4350,1695,1840,1570,237 g/km,2016,petrol,5,4,5,front+rear,65,10,180,600,dohc,2656,129,Isaac Porter,Cash,33.46,11/7/2021
SsangYong Rodius 2.0D 2WD Crystal,Ssangyong Rodius,SsangYong,48.19,F,mpv,5130,1815,1915,2040,199 g/km,2016,diesel,5,6,7,rear,80,7.6,180,710,dohc,1998,121,Kayla Obrien,Credit Card,53.48,9/24/2019
Volvo XC70 D4 Polar+,Volvo XC70,Volvo,50.995,D,suv/crossover,4838,1604,1861,1664,127 g/km,2016,diesel,5,8,5,front,70,4.8,210,656,dohc,1969,133,Michelle Rivera,Bank Transfer,53.72,3/31/2024
Ford Focus 1.6 TDCi 90hp Futura,Ford Focus,Ford,25.5,F,sedan,4488,1454,1840,1298,125 g/km,2016,diesel,4,5,5,front,53,4.7,179,517,dohc,1560,66,Jeffrey Torres,Credit Card,24.36,8/13/2021
Alfa Romeo 147 2.0 T.Spark 16V Lusso,Alfa Romeo 147,Alfa Romeo,26.31,G,hatchback,4170,1421,1729,1225,211 g/km,2016,petrol,3,5,5,front,60,8.9,208,545,dohc,1970,110,Brandon Green,Credit Card,27.71,3/6/2025
BMW 330d Coupe Business Line Sport,BMW 3-serie Coupe,BMW,67.041,G,coupe,4612,1395,1782,1515,164 g/km,2016,diesel,2,6,5,rear,61,6.2,250,505,dohc,2993,180,Jody Andersen,Cash,78.8,5/29/2020
Mercedes SL 500,Mercedes-Benz SL,Mercedes,149.8,G,cabriolet,4617,1315,1877,1685,212 g/km,2016,petrol,2,7,2,rear,65,9.1,250,480,dohc,4663,320,Warren Miller,Credit Card,144.05,9/4/2024
Nissan Primera 2.0 Luxury Plus,Nissan Primera,Nissan,22.905,G,sedan,4522,1410,1715,1245,195 g/km,2016,petrol,4,5,5,front,60,8.1,210,525,dohc,1998,103,Theresa Holmes,Cash,22.3,4/6/2023
BMW 330i M Sport Edition,BMW 3-serie,BMW,51.39,F,sedan,4531,1421,1817,1455,173 g/km,2016,petrol,4,6,5,rear,63,7.4,250,545,dohc,2996,200,Frank Navarro,Bank Transfer,61.26,5/7/2024
Citroen Xantia 2.0i,Citroen Xantia,Citroen,22.004,N.A.,hatchback,4524,1380,1755,1292,187 g/km,2016,petrol,5,4,5,front,65,9.8,195,548,ohc,1998,90,Michael Contreras,Bank Transfer,25.81,2/26/2021
Saab 9-3 Sport Estate 2.0t Linear,Saab 9-3 Sport Estate,Saab,36.95,G,stationwagon,4670,1498,1802,1475,199 g/km,2016,petrol,5,5,5,front,58,8.6,210,575,dohc,1998,129,Anthony Bolton,Credit Card,34.69,5/14/2021
Renault Espace Alize 2.1 dT,Renault Espace,Renault,35.1,N.A.,mpv,4429,1693,1795,1417,187 g/km,2016,diesel,5,5,5,front,77,7.5,167,753,ohc,2068,68,Travis Torres,Bank Transfer,39.3,4/2/2025
Honda Civic Type S 1.4i-VTEC Advantage,Honda Civic Type S,Honda,25.8,D,hatchback,4270,1460,1785,1146,135 g/km,2016,petrol,3,6,5,front,50,5.9,177,504,ohc,1339,73,Crystal Williams,Bank Transfer,29.15,6/7/2023
Lancia Dedra Station Wagon 1.8 16v VVT LX,Lancia Dedra Station Wagon,Lancia,26.478,N.A.,stationwagon,4343,1449,1703,1255,187 g/km,2016,petrol,5,5,5,front,60,8.3,198,500,dohc,1747,96,Justin Martinez,Cash,31.5,1/12/2025
Audi A3 Sportback 2.0 TDI quattro Attraction Pro Line +,Audi A3 Sportback,Audi,40.99,G,hatchback,4310,1425,1785,1365,122 g/km,2016,diesel,5,6,5,front+rear,55,4.7,214,555,dohc,1968,110,Antonio Mosley,Cash,47.97,10/31/2018
Daihatsu Charmant Combi 1600,Daihatsu Charmant Combi,Daihatsu,7.258,-,hatchback,4090,1390,1530,920,187 g/km,2016,petrol,3,4,5,rear,43,100,165,440,ohc,1588,52,John Johnson,Credit Card,7.9,10/7/2022
Opel Ascona 2.0i GLS,Opel Ascona,Opel,15.549,N.A.,sedan,4366,1395,1668,990,187 g/km,2016,petrol,4,5,5,front,61,7.9,187,555,ohc,1998,85,Wayne Hill,Bank Transfer,14.27,6/16/2023
Volvo 960 2.5i 24 Valve Stockholm,Volvo 960,Volvo,44.221,N.A.,sedan,4870,1440,1750,1477,187 g/km,2016,petrol,4,4,5,rear,80,10.8,205,483,dohc,2473,125,Misty Harris,Cash,52.99,10/19/2018
Mercedes GLA 200 d 4MATIC Ambition,Mercedes-Benz GLA,Mercedes,50.79,G,hatchback,4417,1494,1804,1495,127 g/km,2016,diesel,5,7,5,front+rear,50,4.8,200,580,dohc,2143,100,Jeremiah Hill,Bank Transfer,57.86,10/20/2022
Renault Megane Grand Tour 1.4 16V Authentique,Renault Megane Grand Tour,Renault,21.6,F,stationwagon,4498,1457,1777,1185,166 g/km,2016,petrol,5,5,5,front,60,7,181,605,dohc,1390,72,Ethan Roberts,Cash,23.68,10/5/2018
Volkswagen Passat Variant 1.9 TDI 90hp GT,Volkswagen Passat Variant,Volkswagen,25.929,G,sedan,4595,1485,1720,1265,187 g/km,2016,diesel,3,5,5,voor,70,5.4,173,555,ohc,1896,0,Brianna Gonzalez,Bank Transfer,26.69,12/17/2019
Subaru Legacy Touring Wagon 2.0R,Subaru Legacy Touring Wagon,Subaru,30.995,G,stationwagon,4720,1470,1730,1375,203 g/km,2016,petrol,5,5,5,front+rear,64,8.6,202,560,ohc,1994,121,Lisa Pratt,Bank Transfer,35.26,10/31/2020
Porsche Boxster S,Porsche Boxster,Porsche,75.539,G,cabriolet,4315,1290,1780,1335,281 g/km,2016,petrol,2,5,2,rear,64,11.3,255,320,dohc,3179,185,Brett Lee,Bank Transfer,74.4,1/4/2021
Volkswagen Phaeton 6.0 W12 4Motion 5-zitter Highline,Volkswagen Phaeton,Volkswagen,177.19,G,sedan,5059,1450,1903,2292,348 g/km,2016,petrol,4,5,5,front+rear,90,14.5,250,618,dohc,5998,331,Amanda Reed,Credit Card,161.9,3/27/2022
Audi A4 Avant 40 TDI quattro,Audi A4 Avant,Audi,57.27,F,stationwagon,4738,1434,1842,1590,134 g/km,2016,diesel,5,7,5,front+rear,40,5.1,230,635,dohc,1968,0,Adrienne Cook,Credit Card,60.62,12/1/2018
Subaru Justy 1.3 GXE AWD,Subaru Justy,Subaru,12.295,G,hatchback,3745,1350,1590,845,165 g/km,2016,petrol,3,5,5,front+rear,37,6.9,155,495,ohc,1298,50,Lynn Larson,Bank Transfer,13.86,3/2/2025
Peugeot 108 GT-line 1.2 PureTech,Peugeot 108,Peugeot,16.47,C,hatchback,3475,1460,1615,840,99 g/km,2016,petrol,3,5,4,front,35,4.3,170,400,dohc,1199,60,Edwin Cobb,Bank Transfer,18.69,7/8/2023
Volkswagen Golf Variant 1.9 TDI 100hp Turijn,Volkswagen Golf Variant,Volkswagen,26.69,G,stationwagon,4397,1473,1735,1354,176 g/km,2016,diesel,5,5,5,front,55,6.5,184,606,ohc,1896,74,Lisa Hebert,Bank Transfer,30.25,9/20/2020
Mercedes E 250 BlueTEC 4Matic,Mercedes-Benz E-class,Mercedes,65.096,E,sedan,4879,1474,1854,1775,135 g/km,2016,diesel,4,7,5,front+rear,59,4.4,238,665,dohc,2143,150,John Gentry,Bank Transfer,73.98,8/30/2023
Audi A2 1.4 Exclusive,Audi A2,Audi,21.38,F,mpv,3826,1553,1673,895,142 g/km,2016,petrol,5,5,4,front,42,5.9,173,540,dohc,1390,55,Molly Kennedy,Bank Transfer,21.09,9/11/2024
Citroen C5 Aircross BlueHDi 130 Shine,Citroen C5 Aircross,Citroen,38.75,D,suv/crossover,4500,1689,1860,1405,106 g/km,2016,diesel,5,6,5,front,53,4.1,188,595,dohc,1499,0,Tiffany Lowery,Credit Card,44.96,12/4/2018
Mini Cabrio One Chili,Mini Cabrio,Mini,27.04,E,cabriolet,3723,1414,1683,1135,133 g/km,2016,petrol,2,6,4,front,40,5.7,181,455,dohc,1598,72,Stephanie Schultz,Bank Transfer,25.5,2/17/2023
Daihatsu Feroza Resin-Top SX,Daihatsu Feroza,Daihatsu,19.057,N.A.,suv/crossover,3800,1720,1635,1220,187 g/km,2016,petrol,3,5,5,front+rear,60,10,150,430,ohc,1589,70,Seth Briggs,Credit Card,18.09,1/4/2019
Ford Mondeo 2.0 16V Trend,Ford Mondeo,Ford,29.52,G,sedan,4731,1429,1812,1339,226 g/km,2016,petrol,4,4,5,front,59,9.4,190,556,dohc,1999,107,Donald York,Bank Transfer,27.16,9/17/2021
Mercedes Vito Tourer Lang 114 CDI Select,Mercedes-Benz Vito Tourer,Mercedes,67.902,D,bus,5140,1910,1928,2150,156 g/km,2016,diesel,4,9,9,rear,72,5.9,,650,dohc,2143,0,John Hunter,Credit Card,66.62,11/18/2020
Audi Q5 2.0 TDI 177hp quattro Pro Line,Audi Q5,Audi,63.03,G,suv/crossover,4629,1655,1898,1795,159 g/km,2016,diesel,5,7,5,front+rear,75,6,200,635,dohc,1968,130,Nicholas Conway,Bank Transfer,58.31,9/25/2020
Mazda 323 P 1.3i LX,Mazda 323 P,Mazda,12.25,N.A.,hatchback,4035,1405,1695,980,187 g/km,2016,petrol,3,5,5,front,50,7.4,164,520,ohc,1324,54,Brian Medina,Bank Transfer,13.19,2/3/2024
Volkswagen Passat Variant 1.4 16V TSI EcoFuel Highline,Volkswagen Passat Variant,Volkswagen,42.69,B,stationwagon,4774,1517,1820,1552,121 g/km,2016,natural gas,5,7,5,front,70,6.8,208,648,dohc,1390,110,Jason Mills,Bank Transfer,43.65,5/11/2020
BMW 535d xDrive Touring High Executive,BMW 5-serie Touring,BMW,91.365,F,stationwagon,4907,1462,1860,1925,154 g/km,2016,diesel,5,8,5,front+rear,70,5.9,250,625,dohc,2993,230,Samantha Hernandez,Credit Card,88.46,6/13/2023
BMW Z4 Roadster sDrive35i High Executive,BMW Z4 Roadster,BMW,74.895,G,cabriolet,4239,1291,1790,1480,219 g/km,2016,petrol,2,6,2,rear,55,9.4,250,355,dohc,2979,225,Laura Harrington,Cash,80.97,11/4/2020
Citroen Xsara Break 2.0 HDI Ligne Prestige,Citroen Xsara Break,Citroen,20.624,G,stationwagon,4350,1428,1698,1220,141 g/km,2016,diesel,5,5,5,front,54,5.2,181,520,ohc,1997,66,Alan Wolfe,Cash,19.82,1/19/2023
Audi A3 Sportback 1.6 TDI 105hp Ambiente,Audi A3 Sportback,Audi,30.59,D,hatchback,4310,1425,1785,1235,99 g/km,2016,diesel,5,6,5,front,50,3.8,195,585,dohc,1598,77,Jessica Rogers,Bank Transfer,34.9,10/19/2022
BMW 320d High Executive,BMW 3-serie,BMW,49.275,F,sedan,4531,1421,1817,1405,125 g/km,2016,diesel,4,6,5,rear,61,4.7,235,545,dohc,1995,135,Riley Sanchez,Credit Card,44.41,3/2/2020
Volkswagen Golf Cabriolet 1.6 GL,Volkswagen Golf Cabriolet,Volkswagen,16.473,G,sedan,3815,1410,1610,910,187 g/km,2016,benzine,3,4,5,voor,40,7.9,154,360,ohc,1595,0,Russell Harrison,Bank Transfer,16.2,3/17/2021
Citroen C5 Aircross PureTech 130 Live,Citroen C5 Aircross,Citroen,31.15,B,suv/crossover,4500,1689,1860,1379,121 g/km,2016,petrol,5,6,5,front,53,5.3,188,561,dohc,1199,0,Matthew Carr,Credit Card,36.07,10/2/2023
Mazda MX-5 SkyActiv-G 132 S,Mazda MX-5,Mazda,32.1,F,cabriolet,3915,1225,1735,961,142 g/km,2016,petrol,2,6,2,rear,50,6.3,204,254,dohc,1496,0,Elizabeth Weber,Bank Transfer,29.27,10/19/2018
Land Rover Discovery Sport Si4 SE Dynamic Urban Series,Land Rover Discovery Sport,Land Rover,78.32,F,suv/crossover,4599,1724,1895,1759,191 g/km,2016,petrol,5,9,5,front+rear,70,8.2,200,746,dohc,1999,177,Jason Weaver,Cash,82.08,12/31/2018
Renault Kangoo 1.2 16V Expression,Renault Kangoo,Renault,16.135,G,mpv,4035,1825,1672,1010,165 g/km,2016,petrol,5,5,5,front,50,7,154,560,dohc,1149,55,Christopher Castro,Cash,17.68,5/15/2021
Opel Combo L2H1 1.5 Diesel 130hp Selection,Opel Combo,Opel,17.699,D,van,4753,1812,1848,1439,119 g/km,2016,diesel,3,6,7,front,60,4.5,182,851,dohc,1499,0,Samuel Jordan,Bank Transfer,20.01,9/9/2019
Jaguar E-Pace D240 AWD SE,Jaguar E-Pace,Jaguar,87.255,G,suv/crossover,4395,1649,1984,1926,162 g/km,2016,diesel,5,9,5,front+rear,56,6.6,224,494,dohc,1999,0,David Edwards,Bank Transfer,88.2,7/19/2019
Opel Astra 1.7 CDTI 110hp ecoFLEX Business+,Opel Astra,Opel,24.805,C,sedan,4658,1500,1814,1403,99 g/km,2016,diesel,4,6,5,front,56,3.7,191,617,ohc,1686,81,Lynn Blake,Bank Transfer,25.96,4/10/2025
Opel Vectra 2.0 Di-16V GL,Opel Vectra,Opel,20.488,N.A.,hatchback,4477,1428,1707,1302,187 g/km,2016,diesel,5,5,5,front,60,5.9,178,528,ohc,1994,60,Danielle Lee,Cash,18.57,3/14/2025
Volkswagen Golf 2.0 TDI 110hp Trendline,Volkswagen Golf,Volkswagen,25.35,G,hatchback,4199,1479,1779,1239,128 g/km,2016,diesel,3,5,5,front,55,4.9,193,631,dohc,1968,81,Jessica May,Credit Card,27.74,3/12/2020
Nissan Micra 1.6 Elegance,Nissan Micra,Nissan,19.72,G,hatchback,3719,1540,1660,999,158 g/km,2016,petrol,5,5,5,front,46,6.6,183,491,dohc,1598,81,Allison Davis,Credit Card,18.6,2/13/2023
BMW X3 xDrive35d Executive,BMW X3,BMW,76.49,G,suv/crossover,4569,1674,1853,1850,208 g/km,2016,diesel,5,6,5,front+rear,67,7.8,240,535,dohc,2993,210,Heather Reynolds,Bank Transfer,80.39,11/26/2018
Audi A3 Sportback 2.0 TDI quattro Ambition Pro Line +,Audi A3 Sportback,Audi,42.67,G,hatchback,4310,1425,1785,1365,122 g/km,2016,diesel,5,6,5,front+rear,55,4.7,214,555,dohc,1968,110,Suzanne Hubbard,Bank Transfer,44.59,9/26/2022
Opel Vectra Stationwagon 3.2-V6 Comfort,Opel Vectra Stationwagon,Opel,38.755,G,stationwagon,4822,1500,1798,1505,254 g/km,2016,petrol,5,5,5,front,60,10.6,237,625,dohc,3175,155,Paige Moore,Bank Transfer,44.65,9/8/2022
Peugeot 207 XR 1.4,Peugeot 207,Peugeot,15.125,F,hatchback,4030,1472,1720,1123,150 g/km,2016,petrol,5,5,5,front,50,6.3,170,517,dohc,1360,53,Amanda Patel,Credit Card,15.5,9/16/2022
Citroen Xsara Coupe 1.9 D Deauville,Citroen Xsara Coupe,Citroen,16.286,G,coupe,4167,1405,1698,1072,171 g/km,2016,diesel,3,5,5,front,54,6.2,162,558,ohc,1905,50,Raymond Mcdaniel,Cash,16.67,8/22/2022
Mazda 121 1.8 D LX,Mazda 121,Mazda,12.91,N.A.,hatchback,3828,1320,1634,1035,187 g/km,2016,diesel,5,5,5,front,42,6.1,155,515,ohc,1753,44,Teresa Brown,Bank Transfer,14.42,9/15/2021
Opel Insignia 1.4 Turbo Bi-Fuel Innovation,Opel Insignia,Opel,35.795,A,sedan,4842,1484,1858,1471,124 g/km,2016,LPG,4,6,5,front,70,7.9,195,639,dohc,1364,103,Amy Howell,Cash,41.69,7/21/2024
Mercedes C 180 Classic,Mercedes-Benz C-class,Mercedes,28.112,N.A.,sedan,4487,1424,1720,1250,187 g/km,2016,petrol,4,5,5,rear,62,9.2,193,580,dohc,1799,90,Janet Reeves,Cash,33.48,9/16/2023
Mazda 3 2.2 CiTD 150hp GT-M Line,Mazda 3,Mazda,29.8,G,hatchback,4460,1470,1755,1370,144 g/km,2016,diesel,5,5,5,front,55,5.4,205,595,dohc,2184,110,Melissa Dawson,Cash,35.66,3/3/2021
Mercedes R 350 CDI BlueTec 4Matic,Mercedes-Benz R-class,Mercedes,87.213,G,mpv,4922,1659,1922,2235,229 g/km,2016,diesel,5,7,7,front+rear,80,8.7,216,675,dohc,2987,155,Richard Davidson,Credit Card,79.27,1/16/2024
Ford Mondeo Wagon 2.0 TDCi 115hp Titanium,Ford Mondeo Wagon,Ford,34.981,F,stationwagon,4830,1512,1886,1467,154 g/km,2016,diesel,5,5,5,front,70,5.9,192,798,dohc,1998,85,Jennifer Thomas,Credit Card,33.5,2/12/2024
Volvo S40 1.8F Kinetic,Volvo S40,Volvo,29.32,G,sedan,4476,1454,1770,1263,177 g/km,2016,bio-ethanol,4,5,5,front,55,7.4,200,587,dohc,1798,92,Daniel Hart,Cash,30.99,1/8/2025
Fiat Tipo 1.9 D S,Fiat Tipo,Fiat,15.996,N.A.,hatchback,3958,1445,1700,1065,187 g/km,2016,diesel,5,5,5,front,52,6.1,160,525,ohc,1929,48,Kevin Smith,Cash,17.42,8/11/2022
Mercedes E 500 4Matic Estate Ambition,Mercedes-Benz E-class Estate,Mercedes,115.195,G,stationwagon,4905,1512,1854,1975,227 g/km,2016,petrol,5,7,5,front+rear,80,9.7,250,680,dohc,4663,300,Amy Scott,Cash,136.21,4/29/2021
BMW 118d Executive,BMW 1-serie,BMW,35.63,G,hatchback,4239,1421,1748,1310,144 g/km,2016,diesel,3,6,4,rear,51,5.4,210,535,dohc,1995,105,Heather Powell,Bank Transfer,33.37,10/20/2022
Mini Countryman Cooper Knockout Edition,Mini Countryman,Mini,30.295,D,suv/crossover,4097,1561,1789,1240,137 g/km,2016,petrol,5,6,5,front,47,5.9,191,535,dohc,1598,90,Brittany Horton,Bank Transfer,35.47,6/1/2023
Volvo V70 2.4 140hp Bi-Fuel CNG Edition II,Volvo V70,Volvo,46.845,E,stationwagon,4720,1488,1804,1538,169 g/km,2016,LPG,5,5,5,front,70,9.4,205,612,dohc,2435,103,Chelsey Lambert,Bank Transfer,53.52,8/1/2022
Hyundai Santa Fe 2.4i CVVT 4WD ActiveVersion,Hyundai Santa Fe,Hyundai,40.49,G,suv/crossover,4660,1725,1890,1712,208 g/km,2016,petrol,5,6,7,front+rear,75,8.7,190,793,dohc,2359,128,Anthony Mullen PhD,Credit Card,41.75,5/2/2019
Mercedes E 320 CDI 4Matic Classic,Mercedes-Benz E-class,Mercedes,74.254,G,sedan,4818,1452,1822,1745,210 g/km,2016,diesel,4,5,5,front+rear,80,7.9,244,625,dohc,2987,165,Evan Jones,Credit Card,74.79,3/18/2024
BMW 318i,BMW 3-serie,BMW,32.625,G,sedan,4471,1415,1739,1320,220 g/km,2016,petrol,4,4,5,rear,63,9.2,202,500,ohc,1895,87,Deborah Blackwell,Cash,30.45,11/1/2024
Volvo V50 D5 R-Design,Volvo V50,Volvo,43.845,G,stationwagon,4522,1457,1770,1416,166 g/km,2016,diesel,5,6,5,front,60,6.3,225,604,dohc,2401,132,Jackie White,Credit Card,40.85,11/7/2024
Honda Civic 1.5i Ascot,Honda Civic,Honda,15.424,N.A.,hatchback,4315,1390,1695,1085,187 g/km,2016,petrol,5,5,5,front,55,6.1,180,515,ohc,1493,66,Pamela Nash,Credit Card,15.7,10/11/2019
Hummer H3 3.5 Executive,Hummer H3,Hummer,69.99,G,suv/crossover,4742,1893,1896,2132,369 g/km,2016,petrol,5,5,5,front+rear,87,15.4,,522,ohc,3460,162,Michael Curry,Bank Transfer,81.99,6/8/2024
Opel Astra GTC 1.7 CDTI 110hp ecoFLEX Design Edition,Opel Astra GTC,Opel,28.945,D,hatchback,4466,1482,1840,1403,109 g/km,2016,diesel,3,6,5,front,56,4.5,182,627,ohc,1686,81,Leonard Heath,Cash,31,10/27/2023
Toyota Avensis 1.8 16v VVT-i Linea Terra,Toyota Avensis,Toyota,27.65,G,hatchback,4630,1480,1760,1260,187 g/km,2016,petrol,5,4,5,front,60,7.7,195,560,dohc,1794,95,Kyle Lopez,Bank Transfer,29.17,1/8/2022
Jaguar XE 20d R-Sport,Jaguar XE,Jaguar,49.95,C,sedan,4672,1416,1850,1565,111 g/km,2016,diesel,4,8,5,rear,56,4.2,228,670,dohc,1999,132,Michael Brown,Cash,47.52,3/1/2023
Mazda 323 F 1.5i GX,Mazda 323 F,Mazda,16.606,N.A.,hatchback,4240,1355,1695,1115,187 g/km,2016,petrol,5,5,5,front,55,7.5,175,465,dohc,1489,65,Jennifer Martinez,Cash,18.4,5/6/2022
Saab 9-3 Sport Estate 1.9 TiD 120hp Vector Sport,Saab 9-3 Sport Estate,Saab,41.48,G,stationwagon,4670,1498,1802,1495,149 g/km,2016,diesel,5,6,5,front,58,5.5,195,580,ohc,1910,88,Angela Perry,Cash,48.85,10/21/2024
Volkswagen Touareg 2.5 TDI R5 Highline Plus,Volkswagen Touareg,Volkswagen,70.05,G,suv/crossover,4754,1726,1928,2222,267 g/km,2016,diesel,5,6,5,front+rear,100,10.1,188,628,dohc,2461,128,Robert Larsen,Bank Transfer,72.49,9/29/2022
Audi A4 Avant 2.0 TFSI 211hp,Audi A4 Avant,Audi,45.79,E,stationwagon,4703,1436,1826,1530,172 g/km,2016,petrol,5,3,5,front,65,7.3,232,570,dohc,1984,155,Deborah Santiago,Cash,45.39,3/10/2021
Bentley Continental GT V8,Bentley Continental GT,Bentley,209.356,G,coupe,4806,1404,1944,2195,246 g/km,2016,bio-ethanol,2,8,4,front+rear,90,10.5,303,555,dohc,3993,373,Christopher Parsons,Credit Card,214.66,11/28/2022
