Buyer,Order_Date,Age,Gender,Income,loyalty_score,Location,PreviousCarOwnership,Purpose_of_Buying,Preference,Index
Christopher Webb,8/19/2025,22,Male,1954,1,South,1,Personal,stationwagon,B_4283
Danielle Washington,1/23/2019,27,Female,4707,10,South,3,Family,mpv,B_4284
Robin Murphy,7/8/2019,61,Female,4134,5,Central,4,Business,suv/crossover,B_4285
David Wright,5/1/2021,42,Female,6197,4,South,3,Family,stationwagon,B_4286
Jennifer Rodriguez,5/12/2023,34,Male,4758,3,South,3,Business,hatchback,B_4287
Gregory Mann,12/13/2023,25,Female,5398,3,Central,4,Family,hatchback,B_4288
Michael Hernandez,1/24/2020,22,Male,9889,3,South,2,Service,stationwagon,B_4289
Jennifer Morales,11/19/2023,21,Female,4451,8,South,4,Business,sedan,B_4290
Frank Marshall,4/24/2020,60,Male,5231,7,Central,1,Family,hatchback,B_4291
Jennifer Miller,5/22/2024,53,Female,6830,5,North,3,Family,mpv,B_4292
Charles Schmitt,2/27/2022,53,Female,7563,1,Central,4,Service,sedan,B_4293
Laura Johnson,3/8/2023,44,Female,3654,1,Central,2,Personal,hatchback,B_4294
Tina Tate,2/13/2024,21,Male,5313,6,South,2,Service,suv/crossover,B_4295
Laura Huynh,10/30/2020,41,Male,3530,4,North,5,Family,sedan,B_4296
Jennifer Shaw,11/30/2024,21,Male,7425,10,North,3,Family,cabriolet,B_4297
Amber Freeman,2/18/2023,48,Female,1646,7,North,0,Personal,cabriolet,B_4298
Tammy Delgado,5/22/2019,41,Male,2755,4,Central,1,Family,cabriolet,B_4299
Roger Cohen,6/1/2019,28,Male,9764,8,South,2,Service,sedan,B_4300
Kristina Phillips,9/15/2021,27,Female,1379,6,South,0,Family,sedan,B_4301
Gina Mcdaniel,4/30/2020,45,Female,5108,9,North,3,Business,hatchback,B_4302
Tiffany Ferguson,7/20/2024,36,Male,6177,5,Central,3,Personal,hatchback,B_4303
Danielle Tucker,3/19/2024,64,Female,9108,4,Central,3,Business,cabriolet,B_4304
Mary Crawford,8/18/2022,49,Male,6756,9,Central,2,Business,mpv,B_4305
Richard Stout,2/19/2023,51,Male,3027,1,Central,3,Family,hatchback,B_4306
Jennifer Patrick,5/27/2025,49,Male,5134,9,North,2,Family,sedan,B_4307
Angela Moore,4/14/2023,60,Male,2583,4,South,1,Business,hatchback,B_4308
Stephanie Castro,2/21/2023,41,Male,5997,1,Central,3,Business,suv/crossover,B_4309
Alexander Nguyen,12/19/2023,51,Female,1635,2,South,3,Business,hatchback,B_4310
Kevin Williams,9/28/2019,36,Male,9926,10,South,3,Personal,sedan,B_4311
Casey Donovan,3/18/2023,28,Male,6691,8,South,4,Personal,mpv,B_4312
Robert Bell,7/11/2025,64,Female,7881,6,North,3,Family,stationwagon,B_4313
Tanya Barton,1/12/2020,32,Male,4530,3,South,2,Family,hatchback,B_4314
Steven Green,8/17/2019,61,Female,5062,7,Central,2,Service,suv/crossover,B_4315
Daniel Garrett,9/19/2018,38,Female,9047,7,North,2,Business,stationwagon,B_4316
Gary Charles,7/13/2025,31,Female,7099,2,South,3,Family,suv/crossover,B_4317
Christine Smith,10/15/2024,22,Male,5090,8,North,2,Family,stationwagon,B_4318
Ashley Vasquez,9/13/2025,42,Male,8518,4,South,1,Family,sedan,B_4319
Mrs. Kathy Hernandez MD,11/19/2020,42,Male,8405,4,North,3,Business,mpv,B_4320
Kevin Wood,8/27/2025,36,Male,573,9,South,0,Family,hatchback,B_4321
Anthony Pittman,9/28/2020,43,Female,3229,7,Central,3,Service,hatchback,B_4322
William Mccullough,12/22/2019,61,Male,771,4,Central,0,Family,sedan,B_4323
Tyler Fischer,11/16/2022,41,Male,9543,3,Central,2,Business,mpv,B_4324
Jennifer Williams,3/18/2022,54,Male,2039,10,South,0,Personal,cabriolet,B_4325
Jared Miller,9/4/2025,57,Female,7262,9,North,2,Business,stationwagon,B_4326
Michael Oconnor,7/26/2019,48,Female,8722,8,Central,3,Service,hatchback,B_4327
Andrea Fletcher,12/22/2019,58,Male,8097,6,South,3,Service,sedan,B_4328
Tyler Tyler,6/21/2023,30,Male,776,7,North,1,Personal,stationwagon,B_4329
Penny Shaw,1/1/2025,38,Male,8556,9,North,2,Family,hatchback,B_4330
Steven Ellis PhD,2/2/2025,48,Male,9497,5,South,3,Family,sedan,B_4331
Debbie Allison,1/22/2020,26,Female,592,1,Central,2,Family,mpv,B_4332
Kimberly Garrison,9/3/2021,20,Male,1679,4,South,0,Family,hatchback,B_4333
Travis Gentry,8/28/2022,39,Female,782,2,Central,0,Personal,hatchback,B_4334
Kathy Johnson,1/8/2024,43,Male,541,5,North,0,Family,sedan,B_4335
Kristen Garcia,8/6/2023,22,Male,8618,1,Central,3,Family,sedan,B_4336
Chad Morrison,8/11/2021,58,Female,4172,9,North,3,Business,sedan,B_4337
Jonathan Simmons,11/7/2023,58,Female,3728,9,North,1,Business,hatchback,B_4338
Craig Davis,9/2/2025,44,Female,3519,10,Central,2,Business,hatchback,B_4339
Gregory Lee,1/3/2024,43,Female,1980,5,South,2,Business,stationwagon,B_4340
David Burns,6/3/2021,61,Female,1774,5,South,0,Family,mpv,B_4341
Tammy Gonzalez,1/18/2020,33,Male,3697,9,South,1,Business,suv/crossover,B_4342
Anita Taylor,8/28/2024,32,Female,4787,4,Central,2,Family,hatchback,B_4343
John Kelly,9/23/2022,40,Female,5788,8,South,3,Personal,stationwagon,B_4344
Vanessa Kline,6/1/2025,48,Male,1160,5,Central,0,Family,sedan,B_4345
Debbie Daugherty,10/25/2022,34,Male,765,8,South,0,Family,mpv,B_4346
William Lopez,10/22/2018,43,Female,1601,6,South,2,Business,hatchback,B_4347
Angela Barnett,5/28/2023,55,Female,3555,9,North,5,Service,hatchback,B_4348
Roy Torres,8/9/2020,54,Male,6397,9,Central,3,Business,sedan,B_4349
Anthony Smith,2/16/2021,36,Male,678,5,Central,0,Personal,cabriolet,B_4350
Elizabeth Marquez,5/15/2021,63,Male,676,9,North,2,Personal,sedan,B_4351
Timothy Smith,9/28/2024,21,Male,1425,5,Central,0,Personal,stationwagon,B_4352
Eric Adams,7/16/2021,34,Male,5867,1,North,4,Service,coupe,B_4353
Kelly Young,10/15/2019,29,Female,975,9,Central,2,Personal,sedan,B_4354
Rachel Bell,10/12/2024,64,Female,2375,1,South,0,Family,hatchback,B_4355
Bryan James,11/26/2022,29,Male,8595,7,South,2,Family,hatchback,B_4356
Brandon Sanders,2/15/2024,57,Female,3602,6,South,3,Business,stationwagon,B_4357
Shelia Thompson,1/15/2025,56,Female,7881,4,South,4,Family,sedan,B_4358
Joseph Johnson,4/2/2020,31,Female,1130,3,North,1,Personal,sedan,B_4359
Lisa Green,5/21/2025,34,Female,6749,4,North,3,Personal,coupe,B_4360
Donald Sanchez,8/10/2021,48,Male,5709,3,North,2,Family,sedan,B_4361
Emma Garrison,6/7/2022,34,Male,9769,9,Central,2,Business,sedan,B_4362
Joel Smith,4/18/2022,47,Female,3629,8,Central,4,Business,sedan,B_4363
Maureen Collins,10/22/2023,23,Female,6765,8,Central,4,Service,stationwagon,B_4364
Michele Simpson,6/20/2021,23,Female,1439,5,North,0,Personal,hatchback,B_4365
Stephanie Rice,11/15/2018,38,Male,926,4,South,0,Family,hatchback,B_4366
Victor Anderson,10/12/2018,48,Female,8811,2,Central,3,Family,suv/crossover,B_4367
Danielle Lewis,8/15/2019,55,Female,4978,3,Central,3,Business,coupe,B_4368
Mark Warren,4/15/2025,53,Male,1392,9,South,1,Family,hatchback,B_4369
Cynthia Johnson,10/16/2018,21,Female,5130,4,South,3,Personal,sedan,B_4370
Diana Rojas,8/4/2025,55,Female,6608,6,North,4,Business,hatchback,B_4371
Isaac Porter,11/7/2021,52,Female,8367,3,Central,3,Family,suv/crossover,B_4372
Kayla Obrien,9/24/2019,36,Female,5478,6,North,1,Business,mpv,B_4373
Michelle Rivera,3/31/2024,59,Female,9497,4,North,2,Business,suv/crossover,B_4374
Jeffrey Torres,8/13/2021,52,Female,9566,9,North,1,Service,sedan,B_4375
Brandon Green,3/6/2025,36,Female,7125,3,South,2,Personal,hatchback,B_4376
Jody Andersen,5/29/2020,54,Female,7542,6,Central,1,Personal,coupe,B_4377
Warren Miller,9/4/2024,56,Female,2974,8,Central,0,Personal,cabriolet,B_4378
Theresa Holmes,4/6/2023,47,Female,5590,7,Central,2,Family,sedan,B_4379
Frank Navarro,5/7/2024,47,Male,7978,7,North,1,Family,sedan,B_4380
Michael Contreras,2/26/2021,36,Female,1015,2,South,0,Personal,hatchback,B_4381
Anthony Bolton,5/14/2021,48,Female,7063,7,South,3,Personal,stationwagon,B_4382
Travis Torres,4/2/2025,20,Male,6648,3,South,3,Personal,mpv,B_4383
Crystal Williams,6/7/2023,39,Female,7721,8,South,3,Service,hatchback,B_4384
Justin Martinez,1/12/2025,27,Female,6482,3,North,3,Business,stationwagon,B_4385
Antonio Mosley,10/31/2018,38,Male,6215,1,Central,3,Family,hatchback,B_4386
John Johnson,10/7/2022,29,Female,4620,10,North,3,Family,hatchback,B_4387
Wayne Hill,6/16/2023,21,Male,6406,2,South,3,Family,sedan,B_4388
Misty Harris,10/19/2018,23,Female,5876,3,Central,3,Family,sedan,B_4389
Jeremiah Hill,10/20/2022,23,Female,1002,1,Central,2,Family,hatchback,B_4390
Ethan Roberts,10/5/2018,21,Male,1118,3,North,1,Family,stationwagon,B_4391
Brianna Gonzalez,12/17/2019,55,Male,7537,1,Central,2,Personal,sedan,B_4392
Lisa Pratt,10/31/2020,54,Male,6454,7,South,3,Service,stationwagon,B_4393
Brett Lee,1/4/2021,21,Female,9953,4,Central,2,Service,cabriolet,B_4394
Amanda Reed,3/27/2022,49,Female,2626,3,North,0,Family,sedan,B_4395
Adrienne Cook,12/1/2018,23,Female,5665,5,Central,3,Family,stationwagon,B_4396
Lynn Larson,3/2/2025,48,Female,9448,2,Central,2,Service,hatchback,B_4397
Edwin Cobb,7/8/2023,53,Male,2838,8,North,1,Family,hatchback,B_4398
Lisa Hebert,9/20/2020,24,Female,1853,6,South,0,Business,stationwagon,B_4399
John Gentry,8/30/2023,58,Male,9485,9,Central,3,Business,sedan,B_4400
Molly Kennedy,9/11/2024,29,Female,1721,4,Central,1,Family,mpv,B_4401
Tiffany Lowery,12/4/2018,47,Female,8596,3,Central,3,Business,suv/crossover,B_4402
Stephanie Schultz,2/17/2023,44,Male,6373,9,Central,2,Family,cabriolet,B_4403
Seth Briggs,1/4/2019,23,Male,504,7,Central,0,Personal,suv/crossover,B_4404
Donald York,9/17/2021,33,Female,3921,4,North,4,Business,sedan,B_4405
John Hunter,11/18/2020,48,Female,3668,7,Central,3,Personal,bus,B_4406
Nicholas Conway,9/25/2020,35,Female,3363,9,Central,1,Family,suv/crossover,B_4407
Brian Medina,2/3/2024,40,Male,9140,7,South,5,Business,hatchback,B_4408
Jason Mills,5/11/2020,54,Male,7537,2,Central,3,Service,stationwagon,B_4409
Samantha Hernandez,6/13/2023,50,Male,2775,5,Central,1,Personal,stationwagon,B_4410
Laura Harrington,11/4/2020,21,Female,8637,4,North,1,Family,cabriolet,B_4411
Alan Wolfe,1/19/2023,23,Female,9742,8,Central,2,Family,stationwagon,B_4412
Jessica Rogers,10/19/2022,31,Female,1179,4,Central,1,Personal,hatchback,B_4413
Riley Sanchez,3/2/2020,27,Female,4947,9,Central,2,Family,sedan,B_4414
Russell Harrison,3/17/2021,59,Female,4980,6,North,4,Personal,sedan,B_4415
Matthew Carr,10/2/2023,58,Male,6756,10,Central,4,Business,suv/crossover,B_4416
Elizabeth Weber,10/19/2018,25,Male,7795,5,South,3,Business,cabriolet,B_4417
Jason Weaver,12/31/2018,39,Male,7330,7,Central,3,Personal,suv/crossover,B_4418
Christopher Castro,5/15/2021,63,Male,1766,5,South,2,Business,mpv,B_4419
Samuel Jordan,9/9/2019,49,Male,4784,2,North,2,Business,van,B_4420
David Edwards,7/19/2019,33,Female,1948,6,Central,1,Business,suv/crossover,B_4421
Lynn Blake,4/10/2025,61,Male,2316,6,Central,1,Business,sedan,B_4422
Danielle Lee,3/14/2025,22,Male,5778,7,North,3,Personal,hatchback,B_4423
Jessica May,3/12/2020,53,Male,6986,1,South,3,Service,hatchback,B_4424
Allison Davis,2/13/2023,63,Male,1851,9,Central,2,Business,hatchback,B_4425
Heather Reynolds,11/26/2018,38,Female,5095,9,South,2,Personal,suv/crossover,B_4426
Suzanne Hubbard,9/26/2022,40,Female,4503,2,North,4,Service,hatchback,B_4427
Paige Moore,9/8/2022,55,Female,2601,2,South,1,Business,stationwagon,B_4428
Amanda Patel,9/16/2022,52,Female,3130,3,Central,4,Business,hatchback,B_4429
Raymond Mcdaniel,8/22/2022,51,Male,9109,3,North,4,Personal,coupe,B_4430
Teresa Brown,9/15/2021,48,Male,2722,6,North,1,Personal,hatchback,B_4431
Amy Howell,7/21/2024,35,Female,5359,1,South,1,Family,sedan,B_4432
Janet Reeves,9/16/2023,64,Female,4560,6,Central,3,Family,sedan,B_4433
Melissa Dawson,3/3/2021,35,Male,912,1,Central,0,Family,hatchback,B_4434
Richard Davidson,1/16/2024,51,Male,8236,7,South,2,Service,mpv,B_4435
Jennifer Thomas,2/12/2024,51,Male,887,9,Central,0,Personal,stationwagon,B_4436
Daniel Hart,1/8/2025,37,Female,4387,8,Central,3,Family,sedan,B_4437
Kevin Smith,8/11/2022,37,Female,3709,1,North,4,Business,hatchback,B_4438
Amy Scott,4/29/2021,38,Male,9639,7,Central,1,Service,stationwagon,B_4439
Heather Powell,10/20/2022,25,Male,7644,7,North,4,Family,hatchback,B_4440
Brittany Horton,6/1/2023,35,Male,4396,2,Central,3,Business,suv/crossover,B_4441
Chelsey Lambert,8/1/2022,61,Female,802,5,North,1,Family,stationwagon,B_4442
Anthony Mullen PhD,5/2/2019,59,Female,7541,5,Central,1,Personal,suv/crossover,B_4443
Evan Jones,3/18/2024,28,Male,4322,2,North,4,Family,sedan,B_4444
Deborah Blackwell,11/1/2024,44,Male,7050,3,Central,3,Personal,sedan,B_4445
Jackie White,11/7/2024,34,Female,931,9,Central,0,Family,stationwagon,B_4446
Pamela Nash,10/11/2019,56,Female,6237,1,Central,3,Business,hatchback,B_4447
Michael Curry,6/8/2024,37,Male,7066,2,Central,4,Business,suv/crossover,B_4448
Leonard Heath,10/27/2023,58,Female,3671,6,North,1,Family,hatchback,B_4449
Kyle Lopez,1/8/2022,55,Male,2371,6,Central,1,Family,hatchback,B_4450
Michael Brown,3/1/2023,40,Male,2810,5,Central,0,Business,sedan,B_4451
Jennifer Martinez,5/6/2022,53,Male,8019,7,Central,4,Personal,hatchback,B_4452
Angela Perry,10/21/2024,22,Female,4703,3,South,3,Business,stationwagon,B_4453
Robert Larsen,9/29/2022,65,Male,5759,9,Central,2,Family,suv/crossover,B_4454
Deborah Santiago,3/10/2021,34,Female,7034,2,Central,3,Business,stationwagon,B_4455
Christopher Parsons,11/28/2022,52,Male,1058,10,South,2,Personal,coupe,B_4456
Sharon Rodriguez,9/15/2024,43,Male,8772,9,North,1,Business,stationwagon,B_4457
Scott Hansen,11/14/2023,46,Female,7343,1,North,3,Family,cabriolet,B_4458
Heather Holmes,1/21/2019,64,Male,9839,4,South,3,Family,stationwagon,B_4459
Ashley Andrade,11/9/2022,32,Female,5161,5,Central,2,Family,hatchback,B_4460
Scott Abbott,10/29/2023,29,Female,1332,10,South,1,Family,stationwagon,B_4461
Lauren Cole,2/7/2022,63,Male,9603,10,Central,1,Family,mpv,B_4462
John Watson,11/25/2019,62,Male,9520,9,Central,5,Business,hatchback,B_4463
Ms. Gabriela Jones MD,4/9/2021,36,Male,2330,2,South,2,Family,hatchback,B_4464
Dustin Rogers,8/4/2020,42,Female,4852,8,North,5,Business,stationwagon,B_4465
Mrs. Pamela Combs,4/5/2024,56,Female,9163,6,Central,2,Business,mpv,B_4466
Aaron Rodriguez,4/29/2024,47,Female,4874,9,Central,3,Personal,stationwagon,B_4467
Jessica Martin,12/19/2020,22,Male,4060,8,Central,2,Personal,sedan,B_4468
Rachel Davis,10/14/2023,28,Female,9064,4,Central,3,Family,stationwagon,B_4469
Franklin Garcia,3/22/2024,64,Female,3972,9,Central,5,Family,cabriolet,B_4470
Ross Jarvis,2/23/2019,41,Female,8266,2,Central,2,Personal,stationwagon,B_4471
James Sims,1/18/2025,32,Male,1193,3,North,0,Personal,stationwagon,B_4472
Evelyn Aguilar,11/30/2022,65,Male,3276,2,North,3,Business,mpv,B_4473
Donald Freeman,8/17/2025,43,Male,3691,6,South,4,Service,hatchback,B_4474
Christine Cole,12/20/2021,30,Female,4050,1,South,3,Family,hatchback,B_4475
Kyle Hardy,6/21/2025,32,Male,887,1,Central,0,Family,suv/crossover,B_4476
Ryan Soto,6/15/2024,34,Female,4022,3,South,3,Family,sedan,B_4477
Summer Nelson,8/5/2021,28,Male,9720,8,North,1,Personal,hatchback,B_4478
Erica Palmer,3/31/2024,37,Male,1469,7,South,1,Personal,sedan,B_4479
Emily Anderson,10/22/2024,35,Female,5815,8,South,4,Family,sedan,B_4480
Debra Carter,5/25/2021,32,Male,7134,5,South,5,Family,sedan,B_4481
Matthew Tucker,3/2/2025,37,Male,3149,10,South,2,Family,stationwagon,B_4482
Rachel Powers,8/28/2024,37,Male,3339,4,South,1,Personal,hatchback,B_4483
Stephanie Jimenez,7/11/2024,47,Male,3112,4,South,2,Family,stationwagon,B_4484
Jodi George,11/20/2022,52,Female,4895,9,North,3,Business,mpv,B_4485
Donna Smith,8/15/2025,52,Male,5021,10,Central,3,Family,mpv,B_4486
Debra Harrington,4/11/2020,51,Female,6454,1,South,3,Personal,sedan,B_4487
Gary Harrison,8/2/2019,62,Male,8107,8,North,2,Service,sedan,B_4488
Jeffery Rodriguez,2/25/2025,28,Female,7953,4,South,4,Business,mpv,B_4489
Charles Rogers,11/19/2019,63,Female,5005,8,Central,1,Family,suv/crossover,B_4490
Brian Mcdowell,8/4/2023,41,Female,3190,8,South,2,Business,sedan,B_4491
Whitney Lloyd,1/29/2021,49,Male,8153,9,Central,1,Business,suv/crossover,B_4492
Kim Reilly,7/23/2022,49,Female,4345,2,Central,5,Business,hatchback,B_4493
Mallory Smith,1/29/2022,49,Female,6430,7,South,2,Service,hatchback,B_4494
Edward Boyer,10/18/2019,20,Male,1918,9,Central,1,Family,cabriolet,B_4495
Wendy Williams,7/6/2024,23,Female,888,10,South,0,Personal,suv/crossover,B_4496
Sherry Novak,5/30/2020,65,Female,7978,2,Central,1,Personal,sedan,B_4497
Joshua Small MD,8/25/2021,44,Male,9361,4,North,3,Service,sedan,B_4498
Tonya Fox,8/5/2020,33,Female,1616,1,Central,0,Business,mpv,B_4499
Keith Torres,10/15/2023,54,Male,2592,7,Central,2,Personal,van,B_4500
David Monroe,1/27/2019,32,Female,6639,5,South,2,Family,sedan,B_4501
Robin Scott,11/7/2021,45,Female,5142,7,North,1,Family,hatchback,B_4502
David Lam,6/10/2022,48,Female,1645,2,South,0,Business,mpv,B_4503
Edward Murphy,10/11/2022,56,Male,8551,6,North,3,Family,sedan,B_4504
Larry Sparks,4/7/2024,59,Female,2895,1,Central,2,Personal,stationwagon,B_4505
Michelle Hull,10/16/2018,60,Male,5961,7,Central,3,Service,suv/crossover,B_4506
Gabriel Lowe,6/1/2021,30,Male,6501,1,South,1,Personal,pick-up,B_4507
Pamela Taylor,7/10/2024,33,Male,9058,7,South,2,Service,stationwagon,B_4508
Kenneth Hernandez,1/22/2022,33,Female,3079,7,North,3,Family,suv/crossover,B_4509
Seth Huynh,4/11/2020,65,Male,6191,7,South,2,Business,van,B_4510
Zachary Ball,11/13/2022,38,Male,7466,5,South,3,Service,suv/crossover,B_4511
Jennifer Becker,5/13/2025,61,Female,1230,2,Central,0,Family,van,B_4512
Crystal Lopez DDS,5/15/2024,29,Male,7340,9,Central,2,Service,stationwagon,B_4513
David Evans,1/17/2020,42,Male,6246,5,North,3,Personal,coupe,B_4514
Steven Smith,7/23/2025,45,Female,8290,1,North,4,Business,sedan,B_4515
Denise Solis,11/1/2021,60,Male,1950,4,South,1,Business,sedan,B_4516
Lindsay Steele PhD,3/22/2020,39,Female,5949,3,North,4,Business,cabriolet,B_4517
Mark Brown,11/21/2022,22,Male,5761,6,Central,5,Business,hatchback,B_4518
Antonio Macdonald,3/17/2025,41,Male,5470,5,South,2,Family,stationwagon,B_4519
Jacqueline Henry,7/7/2024,34,Female,7456,5,Central,4,Business,sedan,B_4520
Kevin Nelson,6/1/2019,48,Female,3803,5,South,3,Personal,suv/crossover,B_4521
Alyssa Aguilar,5/23/2023,55,Female,3317,4,North,3,Business,hatchback,B_4522
Patricia Smith,8/22/2019,59,Male,6733,3,North,4,Business,sedan,B_4523
Andrea Griffin,7/12/2021,60,Male,5965,3,North,3,Business,hatchback,B_4524
Richard Jordan,11/3/2024,61,Female,4717,3,Central,3,Family,stationwagon,B_4525
Melissa Hall,7/10/2019,54,Male,4785,9,South,1,Family,mpv,B_4526
Julia Bond,6/18/2025,61,Female,7923,4,Central,2,Family,stationwagon,B_4527
George Mcclure,5/30/2024,65,Female,1408,3,South,1,Family,sedan,B_4528
Anne Armstrong,5/26/2021,64,Male,4046,6,North,1,Business,sedan,B_4529
Pamela Fitzpatrick,1/11/2024,41,Male,6037,8,South,2,Family,hatchback,B_4530
Connie Carson,10/27/2023,36,Female,1859,7,South,1,Business,sedan,B_4531
Julia Smith,1/19/2025,35,Male,6968,2,South,2,Family,stationwagon,B_4532
Scott Young,10/26/2020,36,Female,8968,3,Central,4,Business,pick-up,B_4533
Nicholas Mejia,10/5/2018,62,Female,1894,8,South,1,Family,suv/crossover,B_4534
Alexander Day,9/20/2022,47,Male,7871,7,Central,2,Service,stationwagon,B_4535
Benjamin Diaz,3/26/2021,60,Male,3484,6,North,3,Business,suv/crossover,B_4536
Linda Gentry,8/23/2021,62,Male,8473,6,South,4,Family,mpv,B_4537
Eric Baker,1/26/2021,47,Female,3643,9,North,3,Family,stationwagon,B_4538
Jennifer Jordan,1/17/2024,61,Female,7082,3,North,2,Personal,sedan,B_4539
Brittany Carlson,6/19/2021,51,Male,7827,2,Central,3,Business,mpv,B_4540
Shannon Roach,1/30/2020,59,Male,6756,3,North,2,Family,hatchback,B_4541
Brandi Miller,1/25/2025,31,Female,9367,5,North,4,Family,cabriolet,B_4542
Carmen Hardy,7/26/2019,50,Male,4357,3,Central,4,Service,sedan,B_4543
Kimberly Johnson,2/22/2024,27,Male,5547,5,Central,3,Family,sedan,B_4544
Karen Steele,12/1/2019,50,Female,4345,2,North,3,Family,coupe,B_4545
Matthew Miles,10/29/2019,23,Female,2571,3,Central,0,Family,hatchback,B_4546
Cathy Scott,11/26/2022,59,Male,4052,8,Central,2,Service,sedan,B_4547
Michael Fernandez,11/29/2024,40,Male,5873,6,Central,3,Service,stationwagon,B_4548
Tiffany Mitchell,2/23/2022,49,Female,1839,8,Central,2,Personal,stationwagon,B_4549
Brandon Grant,5/2/2024,32,Male,3428,1,Central,4,Business,sedan,B_4550
Henry Guerrero,9/7/2019,63,Male,7366,7,South,3,Family,hatchback,B_4551
Kayla Flowers,9/10/2022,41,Male,6592,9,North,5,Family,sedan,B_4552
Amy Lewis,5/2/2022,25,Male,3425,7,Central,5,Personal,sedan,B_4553
Brenda Bell,9/21/2020,48,Male,9901,2,South,2,Service,hatchback,B_4554
Bethany Anderson,7/13/2024,41,Male,9035,6,North,4,Service,stationwagon,B_4555
Gary Schwartz,12/30/2020,27,Male,3467,10,South,4,Family,cabriolet,B_4556
Renee Gardner,10/19/2021,51,Male,3805,10,North,2,Family,sedan,B_4557
Kayla Smith,9/29/2023,60,Female,8521,9,Central,2,Personal,sedan,B_4558
Amy King,1/25/2019,62,Male,4633,3,North,2,Service,stationwagon,B_4559
Jacob Dodson,1/18/2023,60,Male,846,10,South,0,Family,stationwagon,B_4560
Michael Dodson,10/18/2018,59,Female,3215,6,North,4,Service,coupe,B_4561
Shelley Jordan,8/26/2019,35,Male,9866,9,South,3,Business,hatchback,B_4562
Evelyn Carter,12/6/2023,45,Female,6572,7,Central,4,Business,hatchback,B_4563
Wanda Conner,5/14/2022,28,Male,5224,7,South,4,Business,mpv,B_4564
Lauren Brown,2/20/2023,26,Female,5648,6,North,2,Business,stationwagon,B_4565
Ralph Robbins,5/28/2019,41,Male,4617,8,North,4,Service,coupe,B_4566
Michael Ruiz,8/23/2019,30,Male,7056,3,Central,5,Business,stationwagon,B_4567
Deborah Johnson,2/21/2023,38,Female,1534,9,North,2,Business,suv/crossover,B_4568
Xavier Moyer DVM,1/9/2020,32,Male,4661,2,South,2,Personal,stationwagon,B_4569
Kelsey Lin,10/13/2023,51,Female,6183,3,North,3,Personal,mpv,B_4570
Michele Griffith,9/29/2019,57,Female,9194,10,North,1,Business,hatchback,B_4571
Michelle Ellis,6/9/2022,60,Female,566,9,North,0,Family,hatchback,B_4572
